cutoff,e.te2,e.te,e.pnde,e.tnie,e.tnde,e.pnie,e.pm,e.beta0,e.beta1,e.beta2,e.sigma,e.theta1,e.theta2,e.theta3,e.theta4,interaction,iter,method
90,0.0255014934545175,0.531202688986841,0.154518221332931,0.37668446765391,1.24775778363882,-0.716555094651982,0.761624724328982,64.1721679092654,-47.1578900029032,-0.550390414858938,19.2516054936178,0.142019992164227,0.0151948082199579,-0.0231825376885732,-0.0193200890162634,1,4,H0I1
110,0.198771474749254,0.505618098165747,0.153537508692756,0.352080589472991,1.2197692889737,-0.714151190807956,0.747797882414157,64.0806324095292,-46.7860335148338,-0.551670228787095,19.0884977063279,0.137359498234048,0.0152641961106092,-0.0227895314088315,-0.0184712258649425,1,4,H0I1
130,0.374854619126168,0.529545187509081,0.179383559754411,0.35016162775467,1.23452712987481,-0.704981942365731,0.718575058649887,64.0916358885902,-46.8097123194106,-0.553336373757381,19.1420170718764,0.15864575475306,0.0150605912199421,-0.0225411248614503,-0.019048768728045,1,4,H0I1
150,0.459982574740957,0.538565490776197,0.107585606273678,0.430979884502519,1.2214244214479,-0.682858930671701,0.840814709130222,65.0058821095991,-47.2337990932867,-0.559430998352515,19.1035282409455,0.0804013280546285,0.0144569978231701,-0.0235813937594643,-0.019375612712524,1,4,H0I1
1000,0.484061007085527,0.52552087373332,0.160755583356482,0.364765290376837,1.18059933145814,-0.655078457724824,0.747739181989472,64.8425835523326,-46.8034071004888,-0.560963177121199,19.3282749341898,0.132115621180277,0.0139963839879935,-0.0217899467428091,-0.0203974548902013,1,4,H0I1
90,-0.0113090415467676,0.503883734644994,0.153573674946224,0.35031005969877,1.22387811398699,-0.719994379341997,0.746627484727441,65.4795112567701,-46.7235079805065,-0.567904856029632,19.0950724648938,0.125475786167116,0.0154096815599202,-0.0229071935156776,-0.0202960424315571,1,5,H0I1
110,0.202599091963468,0.538284497111679,0.108420788499456,0.429863708612223,1.22508132643367,-0.686796829321992,0.839402395581727,66.1613327855102,-46.8258629310126,-0.57559103206496,19.3661671444426,0.0635728253789529,0.0146670405270231,-0.0238470893655364,-0.0201143537538057,1,5,H0I1
130,0.340740769869623,0.498276695935994,0.165510035318616,0.332766660617377,1.23654692815046,-0.738270232214467,0.721319570025851,65.4212555609859,-47.2803393032982,-0.561279756779926,19.2191922721285,0.157619617060972,0.0156147405685594,-0.0226529020014273,-0.0197658893166169,1,5,H0I1
150,0.472337269759964,0.547775825524826,0.151613611555044,0.396162213969782,1.24001189455171,-0.692236069026881,0.775555248914096,65.6012145137827,-47.1970528029795,-0.564541429730355,19.3606882130752,0.129289528884715,0.0146669342239772,-0.023060725582593,-0.0200978758756307,1,5,H0I1
1000,0.449913468652295,0.496051942755539,0.0846808963919941,0.411371046363545,1.23599703542543,-0.739945092669886,0.862400672325113,65.4461083353441,-46.9219245760387,-0.562494342676032,19.2492764184107,0.0661343403881965,0.0157697089229743,-0.024536848167165,-0.0193678671006907,1,5,H0I1
90,0.049603583449372,0.560152130993163,0.167458181765972,0.392693949227191,1.27901872940517,-0.718866598412007,0.757242754031942,64.1299999723296,-47.3291827552848,-0.548675174438117,19.031024485326,0.156583679767956,0.0151886543684665,-0.0234857329649344,-0.018691023978949,1,6,H0I1
110,0.203443511681234,0.512200335361241,0.14990611667583,0.362294218685411,1.26508718140484,-0.752886846043602,0.758243677926973,63.3815208681961,-47.3983823466301,-0.540541602701372,19.2225150154957,0.150823849217262,0.0158842308274921,-0.0235278296329516,-0.0188558406675868,1,6,H0I1
130,0.379391602899338,0.550328926891389,0.134332549527182,0.415996377364207,1.28722521898697,-0.736896292095583,0.80407663223823,65.2689835321589,-47.1963706021754,-0.562340358881298,19.1964235191653,0.110904343794513,0.0156134101561957,-0.0244275704837069,-0.0200810603310435,1,6,H0I1
150,0.445474997310178,0.519030922689672,0.174582699660493,0.344448223029179,1.27867913767883,-0.75964821498916,0.719650713430262,65.9169654032633,-47.6430388804228,-0.565385315596145,19.3271849023955,0.167593148323993,0.0159445793727761,-0.0231743495789482,-0.0188377578132988,1,6,H0I1
1000,0.465794713088092,0.514158387575652,0.0550150276887426,0.45914335988691,1.24038162224921,-0.726223234673562,0.915867416246032,64.0834570119265,-47.1317478501354,-0.550493924884006,19.1630946751912,0.0314910253672159,0.0154083662881065,-0.0251500665396407,-0.0197242043192464,1,6,H0I1
90,0.0141717511144121,0.527581867932217,0.144290689586102,0.383291178346115,1.22524850172839,-0.697666633796168,0.776607102443889,64.55304233923,-46.550463201486,-0.558652680358283,19.0683720349774,0.115090127314453,0.0149873188323913,-0.0232212042115142,-0.0194527767606945,1,7,H0I1
110,0.223790567600188,0.548349865756185,0.160799720818435,0.387550144937751,1.26120503386582,-0.712855168109634,0.761157097923344,65.8983857191011,-47.0615615631539,-0.568666336754699,19.1523847482255,0.135691726934232,0.01514729100421,-0.0233822524475884,-0.0209501697638298,1,7,H0I1
130,0.343763104695744,0.509388542805539,0.145638267295525,0.363750275510014,1.24074305623316,-0.73135451342762,0.763986179491531,65.8734337035197,-47.1184380290574,-0.567633621950717,19.2155426098995,0.126992485665311,0.015521620495497,-0.0232415342007368,-0.0209179657051846,1,7,H0I1
150,0.452981533864127,0.533801839592227,0.0864100327727517,0.447391806819475,1.19777832959928,-0.66397649000705,0.872054427814677,65.2049405133974,-46.8591962840891,-0.561712410893178,19.3635169792254,0.0547702823542453,0.0141696090129591,-0.0237171864854175,-0.0207487822179038,1,7,H0I1
1000,0.513129230191684,0.556191361050711,0.113375665337427,0.442815695713284,1.19767547076438,-0.641484109713669,0.838642748954953,65.3160266895775,-47.1138204100953,-0.561902800782668,19.073103027282,0.0824139894386109,0.0136156249722473,-0.0230144742240987,-0.0208176698164747,1,7,H0I1
90,-0.0166595033933171,0.512336651745526,0.124871051552636,0.38746560019289,1.25115598848327,-0.738819336737743,0.801247850542496,65.0701112488666,-47.1999111525151,-0.559912163563502,19.2560299443591,0.107230819604465,0.0156529815141056,-0.0238620139197152,-0.0222005575933775,1,8,H0I1
110,0.205999657037932,0.489486171485043,0.164633057447544,0.324853114037499,1.16304600728819,-0.673559835803146,0.716600558933168,64.13863901542,-47.056383283129,-0.552127253521797,19.2787855100209,0.148942521638625,0.014313888760861,-0.0212173754160704,-0.0210630176268735,1,8,H0I1
130,0.381183881186663,0.541016537292983,0.178741331479188,0.362275205813795,1.25225672274738,-0.711240185454393,0.727327301487938,65.5056971172146,-47.1010495827191,-0.564380179992195,19.2423959981763,0.159407401038282,0.015100304382927,-0.0227917509435299,-0.0204554553025797,1,8,H0I1
150,0.439255093899939,0.51350081940221,0.171385452845938,0.342115366556272,1.23908049322491,-0.725579673822697,0.721443218747464,65.4554588622684,-46.8700971102139,-0.564679539446397,19.1946079786244,0.153185880048966,0.0154806522400949,-0.0227798768555634,-0.0204332599781512,1,8,H0I1
1000,0.481790424410831,0.523480520033804,0.165805297091443,0.357675222942361,1.22310607280062,-0.699625552766816,0.737832078645949,64.9011576622342,-47.0563783577575,-0.556585401372925,19.3459675203077,0.153914205378839,0.0148678155264679,-0.022468808960834,-0.0198202369318469,1,8,H0I1
90,0.011607786768544,0.517222303631053,0.0950101551189032,0.422212148512149,1.19112939733642,-0.673907093705364,0.852855597617679,63.4638176767771,-46.9626581993658,-0.543723235884057,19.3799160968752,0.0768861693807628,0.0143498498497358,-0.0233402299666316,-0.0198056399563999,1,9,H0I1
110,0.197035073328525,0.511776815426821,0.146441440522815,0.365335374904006,1.25298601513322,-0.741209199706395,0.76400076708206,64.1522165704229,-46.9580766831049,-0.552304027419652,19.3471290417775,0.131685637330326,0.0157844880383075,-0.0235645207975165,-0.019368530040836,1,9,H0I1
130,0.338291185535112,0.505729680837751,0.109446922142419,0.396282758695332,1.19374389138154,-0.688014210543785,0.824275713420281,65.9813021175802,-47.0484288018813,-0.568574043402085,19.1689678507615,0.0839030201105837,0.0146235321362373,-0.0230464012688934,-0.0204059631206506,1,9,H0I1
150,0.449933362155139,0.527314573301134,0.128482955855165,0.398831617445969,1.21396122118258,-0.686646647881442,0.802553621962917,63.6770628384055,-47.094027009126,-0.549245893641874,19.0888441274734,0.102691428775961,0.0145803340994471,-0.0230491706542119,-0.0202693610786057,1,9,H0I1
1000,0.487374360876156,0.528816805735187,0.183307450702011,0.345509355033176,1.24114170245632,-0.712324896721135,0.711325984797387,64.1341684500272,-46.8614485493807,-0.553815418210203,19.3754194571531,0.164020455040884,0.0152006589376023,-0.0225736566943638,-0.0199738216545166,1,9,H0I1
90,-0.000869755768402035,0.521542500620804,0.141525118178579,0.380017382442224,1.2322847456406,-0.710742245019799,0.777937377733282,65.3286069434165,-46.9105810542891,-0.565409092399565,19.1186690378634,0.112878947315088,0.0151510006707712,-0.0232518890823309,-0.0186512777484235,1,10,H0I1
110,0.198392351234417,0.50331072171317,0.118641140652378,0.384669581060792,1.15578269667938,-0.652471974966207,0.80744734930421,65.4535961047227,-46.8096244895051,-0.565430940279037,19.2771466298656,0.0890595930637402,0.0139388423231742,-0.0221565878243593,-0.0196678107717732,1,10,H0I1
130,0.376434337480911,0.538842830169438,0.146033129386737,0.3928097007827,1.24749198864729,-0.708649158477849,0.779790454659958,64.8989270431777,-46.9668220612397,-0.559312890890531,19.1581421611191,0.122944426998095,0.0150882927006185,-0.0234518498574241,-0.0195059574328544,1,10,H0I1
150,0.467855264117743,0.545072701011232,0.124200669649184,0.420872031362048,1.2576810203246,-0.712608319313372,0.817528779652579,64.0082374933483,-46.9924565319404,-0.552289399342259,19.1356613195757,0.0969479091878324,0.0151643129962575,-0.0241204745256295,-0.0211085082213744,1,10,H0I1
1000,0.470096877353718,0.510541665894819,0.14729907712654,0.363242588768279,1.23736574929142,-0.726824083396603,0.761780235041323,65.1931079695374,-46.5949383372904,-0.563868848142441,19.1057437671336,0.122805314106431,0.0155987776641164,-0.0233945297721854,-0.0197103570082117,1,10,H0I1
90,-0.0218155391301257,0.475062020527433,0.0655572907517735,0.409504729775659,1.11927870309406,-0.644216682566632,0.888583529186259,64.5312384843573,-46.8232265802856,-0.553313913536434,19.070237364474,0.0440672569680198,0.0137584854700695,-0.0225042460612048,-0.0191783025567442,1,11,H0I1
110,0.221465920144813,0.532756962925147,0.167928947211143,0.364828015714003,1.23074842696345,-0.697991464038302,0.740126957406149,65.4892716432645,-46.9950122194961,-0.565757066250456,19.0728364427443,0.142777675941426,0.014852458400867,-0.0226155804532676,-0.0203363698438357,1,11,H0I1
130,0.361419526008429,0.520466400100354,0.195534155797185,0.324932244303168,1.2614280146795,-0.740961614579145,0.683719353548658,65.2559116787209,-46.683680580828,-0.564099392157018,19.1200577585939,0.177106992168173,0.0158719622223497,-0.0228322584170892,-0.019575152565552,1,11,H0I1
150,0.462343405427344,0.540098821191654,0.136039261460345,0.404059559731309,1.20654498194429,-0.66644616075264,0.79652098872248,65.3759502402825,-47.108285639882,-0.563225824998451,19.1733492016863,0.109057261539455,0.0141471113138625,-0.0227243616689302,-0.0201756561731422,1,11,H0I1
1000,0.466282370633744,0.507893062139417,0.135746003627831,0.372147058511586,1.19108027250468,-0.68318721036526,0.780305291453813,63.4798857395736,-46.8896225957508,-0.545034676093459,19.3079296391302,0.12026556445984,0.0145701153591108,-0.0225067767760724,-0.0203344400951021,1,11,H0I1
90,-0.00690743809207134,0.493724653580432,0.0819415208972108,0.411783132683221,1.18966298222781,-0.695938328647376,0.866241620413693,63.592545350214,-47.248182897651,-0.53776152754409,19.1821955797919,0.085871460520024,0.0147294199684868,-0.0234447420704018,-0.0220978086873656,1,12,H0I1
110,0.208946949928729,0.509848121432762,0.121968007303199,0.387880114129562,1.18861092487629,-0.678762803443527,0.804946632371641,63.7694650815912,-47.3244551283344,-0.545127194193945,19.1953336459631,0.110396188509925,0.0143427494643701,-0.0225389371030383,-0.02030768376355,1,12,H0I1
130,0.362891610817826,0.529198229870162,0.152870938988655,0.376327290881508,1.21649586863684,-0.68729763876668,0.763214552582571,66.973510200912,-46.7376095999953,-0.578885353863849,19.0949760577065,0.123747597440465,0.0147054512340047,-0.0227573668989758,-0.0206690249970529,1,12,H0I1
150,0.443868142793203,0.518235680871628,0.157870999533962,0.360364681337665,1.25264605821657,-0.734410377344943,0.74816001459237,64.6747963255521,-46.9876049860832,-0.558207317651808,19.1720147144298,0.138134844466312,0.015629874677853,-0.0232992309143413,-0.019456845265739,1,12,H0I1
1000,0.491841271333228,0.53051323196984,0.16338948998186,0.36712374198798,1.22266577363088,-0.69215254166104,0.746364551301304,63.674243732262,-46.4674683016163,-0.551296404731582,19.2125442298631,0.136253821128159,0.0148954218286294,-0.0227960834184757,-0.0194784353650332,1,12,H0I1
90,0.0128266408852858,0.538570374583129,0.131918107459723,0.406652267123406,1.26454963596845,-0.725979261385322,0.802377108811613,63.918468603377,-46.9449922157888,-0.548193569469039,19.0886239159659,0.116827031358847,0.0154644665409308,-0.0241267806223599,-0.0177667933765606,1,13,H0I1
110,0.183981811140942,0.511606076554136,0.084208055438929,0.427398021115207,1.24714493896259,-0.735538862408455,0.868473918224668,63.2559272696877,-46.9777691639716,-0.543034411043884,19.2897575171284,0.0671799679263268,0.0156571688161931,-0.0247550469981777,-0.020619378987389,1,13,H0I1
130,0.345743431214374,0.505562423128226,0.132084146159577,0.373478276968648,1.17079744200442,-0.665235018876195,0.78537689267448,65.0295474008228,-46.9325821495438,-0.561569295953374,19.2294657984461,0.105317186402502,0.0141742684593087,-0.0221320295681822,-0.0199091888224303,1,13,H0I1
150,0.447966224835373,0.521914557689095,0.15928749666613,0.362627061022965,1.2368927834725,-0.714978225783402,0.748012013276588,64.113651613117,-47.0039312977524,-0.552553688137607,19.2342809376905,0.140805776471324,0.0152110303551905,-0.0229258544350288,-0.0201265878279426,1,13,H0I1
1000,0.472780925096109,0.515035276231965,0.101773819069673,0.413261457162292,1.21360457853181,-0.698569302299849,0.840977554066459,64.939558181316,-47.2161384428398,-0.556967853083262,19.1767649291609,0.0832769301520792,0.0147951383856929,-0.0235476850951742,-0.0197620266210182,1,13,H0I1
90,0.000397257365410822,0.475728973636193,0.0969524359181058,0.378776537718088,1.11989615665075,-0.644167183014559,0.83287891046535,64.4976995928567,-47.1312317852615,-0.551665239498411,19.2722213863528,0.08270536452646,0.0136675227575104,-0.0217041584101465,-0.0201536458868798,1,14,H0I1
110,0.175162209359311,0.503702599548132,0.124499741480652,0.379202858067481,1.23315747958868,-0.729454880040549,0.797534807610991,65.5270340543222,-46.7783714113193,-0.567292575109932,19.0328950599189,0.0962514142899557,0.0155938494229844,-0.0237002209495425,-0.017824879361362,1,14,H0I1
130,0.369837359478203,0.532976871843513,0.152710780044656,0.380266091798857,1.23898597894673,-0.706009107103215,0.76564117322793,64.5219602400083,-46.6624982708902,-0.55780703225806,19.3339951837704,0.126867042540713,0.0151301180447865,-0.0232794050716254,-0.0200873634321222,1,14,H0I1
150,0.432128041862129,0.504251408672421,0.141101235600612,0.363150173071809,1.20955694025787,-0.705305531585446,0.768902416184187,64.5835894995585,-47.0691494116284,-0.558542084314976,19.1225668747269,0.115850404828747,0.0149844545822874,-0.0226997028417364,-0.019174551593876,1,14,H0I1
1000,0.503336600186367,0.547289045357798,0.139000969515871,0.408288075841927,1.27031042229646,-0.723021376938663,0.795315294470047,64.0786509804334,-46.9922056213652,-0.553083717215657,19.2089254241308,0.113584364781918,0.0153859851304774,-0.0240744063365742,-0.0197041412875723,1,14,H0I1
90,0.0133476799952924,0.484330282954504,0.140551747355171,0.343778535599332,1.16007375326436,-0.675743470309857,0.757805120902404,63.8847061547254,-46.8593154715827,-0.544965002420554,19.2157504351989,0.136131257409016,0.0144206859086461,-0.0217570827838376,-0.0207897919335647,1,15,H0I1
110,0.23263408488183,0.536679058139955,0.136664795068877,0.400014263071078,1.16505084724311,-0.628371789103157,0.793833350456158,64.9188189647037,-46.7345604480898,-0.563216432837185,19.3807448513356,0.0981677925873109,0.0134455482854304,-0.0220048298799453,-0.0202556460095008,1,15,H0I1
130,0.303615483016865,0.458066723104903,0.114698896290045,0.343367826814858,1.14182512650641,-0.683758403401506,0.79082158824649,65.5211604544137,-47.1071199457854,-0.564178783897708,19.2473502120868,0.0963433406252094,0.0145149693759336,-0.0218040549156574,-0.0188003546209436,1,15,H0I1
150,0.468033499804206,0.538330849405969,0.161629121270764,0.376701728135205,1.14892908474495,-0.610598235338985,0.754013242495967,64.3582962862327,-47.3533456469504,-0.553252114544909,19.0176833364049,0.137886854973598,0.0128945109790423,-0.0208496348037401,-0.0207954673854344,1,15,H0I1
1000,0.508256166139188,0.550893319439671,0.156077975463727,0.394815343975943,1.24116614447014,-0.69027282503047,0.77011857206077,63.7932598166505,-46.9322093419534,-0.552570946877809,19.0808550010973,0.124420683057996,0.0147078698128414,-0.0231203300296464,-0.0190575888103851,1,15,H0I1
90,0.00438876217025657,0.548773072040616,0.139408235804805,0.409364836235811,1.29649849810321,-0.747725426062592,0.795393745717247,65.2373152430831,-47.4207176775227,-0.56513973676679,19.2580493674053,0.108753572044107,0.015767906153327,-0.0244005219441641,-0.0199723899180895,1,16,H0I1
110,0.16893625119408,0.474999042500342,0.123200543769573,0.351798498730769,1.17536767902147,-0.700368636521126,0.784361009874233,64.2295591029088,-46.6846333620997,-0.555326124242595,19.0881025834418,0.0995505959569626,0.0150021235272185,-0.0225377615604471,-0.0197566015797183,1,16,H0I1
130,0.335795664135004,0.512909441898882,0.0985861107692334,0.414323331129649,1.24885002834892,-0.735940586450042,0.845392127057778,65.8887743559018,-47.1191854069407,-0.568875602661014,19.2621687200049,0.0714880233323492,0.0156187035088607,-0.0244117954851201,-0.0209824383148093,1,16,H0I1
150,0.422765198477172,0.491004311247173,0.181178267866109,0.309826043381064,1.20376336194049,-0.71275905069332,0.686683755855038,63.1206914575023,-46.7015805080344,-0.544219027614349,19.1360726092691,0.16791174629323,0.0152619899142535,-0.0218961560390544,-0.0189534485607116,1,16,H0I1
1000,0.508305274565749,0.549982585979904,0.173496531551606,0.376486054428298,1.21578204091943,-0.665799454939526,0.741611210001364,65.5587826174263,-46.7883311757102,-0.566285947149608,19.1590328147384,0.145413393519453,0.0142300321086291,-0.0222766122060134,-0.0199287181036471,1,16,H0I1
90,-0.00202949668192586,0.517390289766947,0.105676244697681,0.411714045069266,1.23509375506416,-0.717703465297214,0.835515381611059,63.4531658049233,-46.8688657323828,-0.541438847419694,19.2215400730923,0.0981232179855059,0.015313011187325,-0.0240973937115388,-0.0200423886799416,1,17,H0I1
110,0.153607542432323,0.479135399570364,0.0717666988042465,0.407368700766117,1.21462355769324,-0.735488158122875,0.878953394291412,63.4073473789034,-46.6705255088888,-0.546335367118983,19.3029490375272,0.0511212667039648,0.0157591574147327,-0.0244877649528786,-0.0185520482844918,1,17,H0I1
130,0.364220507630998,0.526281273224598,0.0932317802208087,0.433049493003789,1.17310992208893,-0.646828648864337,0.858919373785322,63.932154618201,-46.865253167279,-0.551533831840423,19.1912762270213,0.0606989614850155,0.0138018810344536,-0.0230421915787727,-0.020792201877507,1,17,H0I1
150,0.416792079514803,0.489532550529449,0.150079393970517,0.339453156558931,1.19597733842324,-0.706444787893792,0.743606010245899,65.2175533640109,-46.7882693879829,-0.562608586855244,19.1403483332339,0.130884104212491,0.0150987586661035,-0.022353849760499,-0.0197057304831775,1,17,H0I1
1000,0.502572424364791,0.544277472323157,0.152854121941449,0.391423350381708,1.23237333560847,-0.688095863285315,0.771684407551041,65.9338598946174,-47.1288789501137,-0.567318004622573,19.3364475184494,0.130693535409879,0.0146003019510324,-0.0229056841095181,-0.0202261744954751,1,17,H0I1
90,0.0285003784641857,0.535200860840692,0.169270528941343,0.365930331899349,1.24188814355087,-0.706687282710181,0.739413952030673,64.7760934303941,-46.8244463311653,-0.556986354239325,19.1143183428002,0.152482822824543,0.0150922720519137,-0.0229072140442079,-0.0213821119456133,1,18,H0I1
110,0.178481372205971,0.513571564714641,0.112171079788164,0.401400484926477,1.26368294636277,-0.750111381648126,0.823159305616243,64.7103137580926,-46.6312031740221,-0.560106614635023,19.0332707711214,0.0838233581265977,0.0160860396170521,-0.0246940200594288,-0.0198350430675331,1,18,H0I1
130,0.382362515789209,0.532925731092018,0.181788277474775,0.351137453617243,1.24033401419165,-0.70740828309963,0.716781723464861,62.8534166003403,-47.1445946399094,-0.539187575443389,19.191300776297,0.171517038877685,0.0150050772204707,-0.0224531729417137,-0.0205104249057831,1,18,H0I1
150,0.429077594812462,0.505492545751229,0.1204966007688,0.38499594498243,1.17574563898382,-0.670253093232595,0.805326020339678,65.9589212191688,-46.5143976703455,-0.572713131252189,19.236543131206,0.0834727932722078,0.0144095834150703,-0.0226865033423357,-0.0190767596050285,1,18,H0I1
1000,0.481637938938584,0.521422839901149,0.199816479048123,0.321606360853026,1.18509245563316,-0.663669615732007,0.676839100920124,64.9020810443541,-47.218984874355,-0.558526117749922,19.2598679970327,0.183593834154026,0.0140551436566874,-0.0208660982273709,-0.0198656151858719,1,18,H0I1
90,0.0306659076984691,0.555038361153504,0.158026598805206,0.397011762348298,1.25731618159952,-0.702277820446016,0.769278241165242,65.3418313907767,-47.1661953648772,-0.566935150604382,19.2320251957311,0.123218946853249,0.0148894311914116,-0.0233067258083935,-0.0199540991253087,1,19,H0I1
110,0.207913284866237,0.495259621373209,0.131564372417878,0.363695248955331,1.11996913141318,-0.624709510039975,0.780611609510261,64.3758591986116,-46.9895902033802,-0.555642435306277,19.1354256684081,0.104550515085897,0.0132946362659497,-0.0210345473267014,-0.0201233952564303,1,19,H0I1
130,0.36064226618391,0.522201259230686,0.129573599138352,0.392627660092334,1.20415551988583,-0.681954260655147,0.798255843299621,65.9089980049147,-47.3631078638364,-0.565229959749299,19.0607852941026,0.111220870230049,0.0143984272023637,-0.0226881631973303,-0.0190453228892381,1,19,H0I1
150,0.46301751790144,0.538447211673522,0.159129378556432,0.37931783311709,1.25496803832604,-0.716520826652519,0.758195833975507,64.8836331780027,-47.1718496896535,-0.55970768733716,19.2113127136663,0.136778024777604,0.0151895851311016,-0.023230775705833,-0.019253568934703,1,19,H0I1
1000,0.457536443380708,0.502470773543961,0.0763683955569759,0.426102377986985,1.21998337956139,-0.717512606017424,0.878431155620351,65.0703678281476,-47.0685428660001,-0.560128073898667,19.1087599732925,0.0517153761303342,0.0152439944457197,-0.0242968002485264,-0.020220056780136,1,19,H0I1
90,0.0238580768632932,0.587404486567982,0.158131703897237,0.429272782670746,1.32445651312506,-0.737052026557074,0.785665163398064,66.2592063521217,-47.11631709465,-0.572464798496928,19.2923512362496,0.127908852704831,0.0156432436150822,-0.0247541590928009,-0.021061108271117,1,20,H0I1
110,0.201386703817734,0.481410505270919,0.174728598226532,0.306681907044388,1.15244760482826,-0.67103709955734,0.691240788496488,64.9911167432056,-47.2698484881906,-0.558719134184424,19.1941997728186,0.161588149546165,0.0141958800592514,-0.020683777034868,-0.0214017522820277,1,20,H0I1
130,0.358919392006418,0.521055318561839,0.154470181281408,0.366585137280431,1.24540182754672,-0.724346508984884,0.755720117803246,65.516806178146,-47.0679011275512,-0.563496468058885,19.0674560558719,0.137758110841446,0.0153893947176856,-0.0231778265044994,-0.0199889746659591,1,20,H0I1
150,0.444776084917376,0.516572784358036,0.146889275322328,0.369683509035708,1.27930058847009,-0.762727804112056,0.766032729464477,62.8777931494651,-46.6648920478121,-0.545659992654694,19.3739318335147,0.122120572840295,0.0163447887831944,-0.0242668795202079,-0.0189971129281122,1,20,H0I1
